Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,04/30/2022,2267,N413UA,EWR,22:57,23:07,72,61,10,0,0,0,0,0
UA,05/01/2019,607,N497UA,ORD,21:11,21:01,111,106,-10,0,0,0,0,0
UA,05/01/2020,1453,N23721,ORD,20:48,21:02,108,132,14,0,0,0,0,0
UA,05/01/2022,1041,N832UA,DEN,15:11,15:04,202,195,-7,0,0,0,0,0
UA,05/01/2022,1185,N821UA,ORD,22:04,21:57,113,111,-7,0,0,0,0,0
UA,05/01/2022,2027,N851UA,IAD,23:37,00:14,70,58,37,0,0,0,0,37
UA,05/02/2019,607,N445UA,ORD,21:11,21:05,111,111,-6,0,0,0,0,0
UA,05/02/2020,1453,N33714,ORD,20:48,20:30,108,95,-18,0,0,0,0,0
UA,05/02/2022,1041,N405UA,DEN,15:06,14:59,198,189,-7,0,0,0,0,0
UA,05/02/2022,1185,N878UA,ORD,21:59,21:37,113,102,-22,0,0,0,0,0
UA,05/02/2022,2027,N849UA,IAD,23:37,23:30,70,68,-7,0,0,0,0,0
UA,05/03/2019,607,N438UA,ORD,21:11,20:58,111,105,-13,0,0,0,0,0
UA,05/03/2022,1041,N470UA,DEN,15:06,15:01,198,193,-5,0,0,0,0,0
UA,05/03/2022,1185,N815UA,ORD,21:59,21:28,113,91,-31,0,0,0,0,0
UA,05/03/2022,2027,N829UA,IAD,23:37,23:32,70,62,-5,0,0,0,0,0
UA,05/04/2019,607,N466UA,ORD,21:11,22:14,111,93,63,0,0,16,0,47
UA,05/04/2022,1041,N452UA,DEN,15:06,15:00,198,189,-6,0,0,0,0,0
UA,05/04/2022,1185,N808UA,ORD,21:59,22:05,113,97,6,0,0,0,0,0
UA,05/04/2022,2027,N839UA,IAD,23:37,23:28,70,66,-9,0,0,0,0,0
UA,05/05/2019,607,N1902U,ORD,21:11,21:45,111,112,34,0,0,1,0,33
UA,05/05/2022,1041,N497UA,DEN,15:06,14:51,198,187,-15,0,0,0,0,0
UA,05/05/2022,1185,N848UA,ORD,22:25,22:09,113,114,-16,0,0,0,0,0
UA,05/06/2019,607,N465UA,ORD,21:11,21:06,111,111,-5,0,0,0,0,0
UA,05/06/2022,652,N406UA,DEN,15:09,15:04,198,193,-5,0,0,0,0,0
UA,05/06/2022,2051,N27205,ORD,20:57,20:42,111,98,-15,0,0,0,0,0
UA,05/07/2019,607,N426UA,ORD,21:11,21:04,111,109,-7,0,0,0,0,0
UA,05/07/2022,652,N460UA,DEN,15:09,14:58,198,192,-11,0,0,0,0,0
UA,05/07/2022,2051,N833UA,ORD,20:51,20:45,111,99,-6,0,0,0,0,0
UA,05/08/2019,607,N496UA,ORD,21:11,20:56,111,99,-15,0,0,0,0,0
UA,05/08/2022,652,N409UA,DEN,15:09,15:02,198,193,-7,0,0,0,0,0
UA,05/08/2022,2051,N435UA,ORD,20:51,22:06,111,100,75,75,0,0,0,0
UA,05/09/2019,607,N405UA,ORD,21:11,21:06,111,113,-5,0,0,0,0,0
UA,05/09/2022,652,N423UA,DEN,15:09,14:59,198,185,-10,0,0,0,0,0
UA,05/09/2022,2051,N890UA,ORD,20:51,20:36,111,101,-15,0,0,0,0,0
UA,05/10/2019,607,N456UA,ORD,21:11,21:21,111,126,10,0,0,0,0,0
UA,05/10/2022,652,N452UA,DEN,15:09,15:03,198,194,-6,0,0,0,0,0
UA,05/10/2022,2051,N822UA,ORD,20:51,21:19,111,106,28,28,0,0,0,0
UA,05/11/2019,607,N456UA,ORD,21:11,21:02,111,102,-9,0,0,0,0,0
UA,05/11/2021,568,N453UA,IAD,18:48,18:33,73,61,-15,0,0,0,0,0
UA,05/11/2022,652,N479UA,DEN,15:09,15:15,198,202,6,0,0,0,0,0
UA,05/11/2022,2051,N815UA,ORD,20:51,21:24,111,137,33,0,0,26,0,7
UA,05/12/2019,607,N456UA,ORD,21:11,21:04,111,105,-7,0,0,0,0,0
UA,05/12/2021,379,N15710,IAD,18:48,18:49,73,71,1,0,0,0,0,0
UA,05/12/2021,2238,N428UA,ORD,21:41,21:48,116,100,7,0,0,0,0,0
UA,05/12/2022,652,N423UA,DEN,15:09,15:36,198,225,27,0,0,27,0,0
UA,05/12/2022,2051,N848UA,ORD,20:51,20:56,111,104,5,0,0,0,0,0
UA,05/13/2019,607,N440UA,ORD,21:11,21:02,111,107,-9,0,0,0,0,0
UA,05/13/2022,652,N407UA,DEN,15:09,15:23,198,217,14,0,0,0,0,0
UA,05/13/2022,2051,N834UA,ORD,20:51,20:43,111,107,-8,0,0,0,0,0
UA,05/14/2019,607,N446UA,ORD,21:11,21:02,111,107,-9,0,0,0,0,0
UA,05/14/2022,652,N479UA,DEN,15:09,15:03,198,193,-6,0,0,0,0,0
UA,05/14/2022,2051,N826UA,ORD,20:51,21:04,111,101,13,0,0,0,0,0
UA,05/15/2019,607,N468UA,ORD,21:11,21:01,111,110,-10,0,0,0,0,0
UA,05/15/2022,652,N465UA,DEN,15:09,15:11,198,200,2,0,0,0,0,0
UA,05/15/2022,2051,N848UA,ORD,20:51,20:42,111,112,-9,0,0,0,0,0
UA,05/16/2019,607,N488UA,ORD,21:11,21:55,111,139,44,6,0,28,0,10
UA,05/16/2022,652,N472UA,DEN,15:09,15:47,198,206,38,0,0,8,0,30
UA,05/16/2022,2051,N882UA,ORD,20:51,20:49,111,111,-2,0,0,0,0,0
UA,05/17/2019,607,N458UA,ORD,21:11,21:28,111,103,17,17,0,0,0,0
UA,05/17/2022,652,N485UA,DEN,15:09,15:05,198,197,-4,0,0,0,0,0
UA,05/17/2022,2051,N882UA,ORD,20:51,20:38,111,101,-13,0,0,0,0,0
UA,05/18/2019,607,N417UA,ORD,21:11,00:22,111,137,191,0,0,26,0,165
UA,05/18/2022,652,N452UA,DEN,15:09,14:59,198,193,-10,0,0,0,0,0
UA,05/18/2022,2051,N829UA,ORD,20:51,20:49,111,106,-2,0,0,0,0,0
UA,05/19/2019,607,N445UA,ORD,21:11,23:45,111,105,154,3,0,0,0,151
UA,05/19/2022,652,N403UA,DEN,15:09,15:12,198,207,3,0,0,0,0,0
UA,05/19/2022,2051,N457UA,ORD,20:51,21:24,111,99,33,33,0,0,0,0
UA,05/20/2019,607,N414UA,ORD,21:11,21:39,111,89,28,28,0,0,0,0
UA,05/20/2022,652,N460UA,DEN,15:09,15:49,198,180,40,6,0,0,0,34
UA,05/20/2022,2051,N892UA,ORD,20:51,20:42,111,103,-9,0,0,0,0,0
UA,05/21/2019,607,N407UA,ORD,21:11,21:09,111,95,-2,0,0,0,0,0
UA,05/21/2022,652,,DEN,15:09,00:00,198,0,0,0,0,0,0,0
UA,05/21/2022,2051,N892UA,ORD,20:51,00:30,111,109,219,219,0,0,0,0
UA,05/22/2019,607,N472UA,ORD,21:11,20:58,111,100,-13,0,0,0,0,0
UA,05/22/2022,652,N489UA,DEN,15:09,15:15,198,190,6,0,0,0,0,0
UA,05/22/2022,2051,N873UA,ORD,20:51,20:33,111,97,-18,0,0,0,0,0
UA,05/23/2019,607,N477UA,ORD,21:11,21:01,111,105,-10,0,0,0,0,0
UA,05/23/2022,652,N488UA,DEN,15:09,15:28,198,220,19,0,0,19,0,0
UA,05/23/2022,2051,N873UA,ORD,20:51,20:36,111,98,-15,0,0,0,0,0
UA,05/24/2019,607,N415UA,ORD,21:11,21:10,111,94,-1,0,0,0,0,0
UA,05/24/2022,652,N435UA,DEN,15:09,15:08,198,195,-1,0,0,0,0,0
UA,05/24/2022,2051,N818UA,ORD,20:51,20:40,111,103,-11,0,0,0,0,0
UA,05/25/2022,652,N485UA,DEN,15:09,15:22,198,190,13,0,0,0,0,0
UA,05/25/2022,2051,N803UA,ORD,20:51,21:37,111,117,46,0,0,6,0,40
UA,05/26/2019,607,N413UA,ORD,21:11,20:52,111,95,-19,0,0,0,0,0
UA,05/26/2022,652,N488UA,DEN,15:09,15:00,198,199,-9,0,0,0,0,0
UA,05/26/2022,2051,N834UA,ORD,20:51,21:04,111,125,13,0,0,0,0,0
UA,05/27/2019,607,N442UA,ORD,21:11,01:04,111,92,233,70,0,0,0,163
UA,05/27/2022,652,N433UA,DEN,15:09,15:02,198,197,-7,0,0,0,0,0
UA,05/27/2022,2051,N829UA,ORD,20:51,20:44,111,106,-7,0,0,0,0,0
UA,05/28/2019,607,N490UA,ORD,21:11,00:01,111,111,170,0,1,0,0,169
UA,05/28/2022,652,N448UA,DEN,15:09,15:12,198,203,3,0,0,0,0,0
UA,05/28/2022,2051,N853UA,ORD,20:51,20:52,111,108,1,0,0,0,0,0
UA,05/29/2019,607,N445UA,ORD,21:11,21:52,111,98,41,0,0,0,0,41
UA,05/29/2022,652,N404UA,DEN,15:09,15:19,198,212,10,0,0,0,0,0
UA,05/29/2022,2051,N899UA,ORD,20:51,20:50,111,112,-1,0,0,0,0,0
UA,05/30/2019,607,N440UA,ORD,21:11,21:24,111,107,13,0,0,0,0,0
UA,05/30/2022,652,N404UA,DEN,15:09,15:21,198,207,12,0,0,0,0,0
UA,05/30/2022,2051,N828UA,ORD,20:51,20:50,111,108,-1,0,0,0,0,0
UA,05/31/2019,607,N434UA,ORD,21:11,21:23,111,114,12,0,0,0,0,0
UA,05/31/2022,652,N404UA,DEN,15:09,15:21,198,214,12,0,0,0,0,0
UA,05/31/2022,2051,N899UA,ORD,20:51,21:47,111,95,56,1,0,0,0,55
UA,06/01/2019,607,N485UA,ORD,21:11,22:17,111,124,66,0,0,13,0,53
UA,06/01/2022,652,N489UA,DEN,15:09,16:18,198,0,0,0,0,0,0,0
UA,06/01/2022,2051,N890UA,ORD,20:51,20:28,111,91,-23,0,0,0,0,0
UA,06/02/2019,607,N409UA,ORD,21:11,20:44,111,90,-27,0,0,0,0,0
UA,06/02/2022,652,N489UA,DEN,15:09,15:20,198,187,11,0,0,0,0,0
UA,06/02/2022,2051,N833UA,ORD,20:51,20:36,111,98,-15,0,0,0,0,0
UA,06/03/2019,607,N478UA,ORD,21:11,20:58,111,103,-13,0,0,0,0,0
UA,06/03/2022,604,N835UA,DEN,15:07,14:56,199,187,-11,0,0,0,0,0
UA,06/03/2022,1503,N29717,ORD,23:59,23:40,114,99,-19,0,0,0,0,0
UA,06/03/2022,2615,N807UA,IAD,23:37,23:35,75,68,-2,0,0,0,0,0
UA,06/04/2019,607,N458UA,ORD,21:11,22:27,111,107,76,0,0,0,0,76
UA,06/04/2022,604,N835UA,DEN,15:07,15:06,199,201,-1,0,0,0,0,0
UA,06/04/2022,1503,N14704,ORD,00:14,00:21,114,100,7,0,0,0,0,0
UA,06/04/2022,2615,N827UA,IAD,23:37,00:11,75,67,34,34,0,0,0,0
UA,06/05/2019,607,N405UA,ORD,21:11,21:20,111,124,9,0,0,0,0,0
UA,06/05/2022,212,N494UA,ORD,00:08,23:56,114,108,-12,0,0,0,0,0
UA,06/05/2022,604,N835UA,DEN,15:07,15:03,199,197,-4,0,0,0,0,0
UA,06/05/2022,2615,N418UA,IAD,23:37,23:40,75,76,3,0,0,0,0,0
UA,06/06/2019,441,N27724,ORD,14:48,14:33,108,96,-15,0,0,0,0,0
UA,06/06/2019,607,N33264,ORD,21:18,21:08,118,114,-10,0,0,0,0,0
UA,06/06/2022,604,N820UA,DEN,15:07,15:03,199,199,-4,0,0,0,0,0
UA,06/06/2022,1503,N69813,ORD,23:59,00:23,114,110,24,18,0,0,0,6
UA,06/06/2022,2615,N874UA,IAD,23:37,23:44,75,78,7,0,0,0,0,0
UA,06/07/2019,441,N17730,ORD,14:48,14:39,108,109,-9,0,0,0,0,0
UA,06/07/2019,607,N34222,ORD,21:18,20:59,118,105,-19,0,0,0,0,0
UA,06/07/2022,604,N852UA,DEN,15:07,14:47,199,185,-20,0,0,0,0,0
UA,06/07/2022,1503,N24702,ORD,23:59,23:58,114,110,-1,0,0,0,0,0
UA,06/07/2022,2615,N834UA,IAD,23:37,23:31,75,75,-6,0,0,0,0,0
UA,06/08/2017,1500,N464UA,ORD,16:37,17:01,110,144,24,0,0,24,0,0
UA,06/08/2019,607,N33292,ORD,21:18,20:59,118,106,-19,0,0,0,0,0
UA,06/08/2022,604,N852UA,DEN,15:07,14:44,199,185,-23,0,0,0,0,0
UA,06/08/2022,1503,N24702,ORD,23:59,23:47,114,100,-12,0,0,0,0,0
UA,06/08/2022,2615,N823UA,IAD,23:37,00:32,75,93,55,0,0,18,0,37
UA,06/09/2017,1500,N819UA,ORD,16:37,16:31,110,107,-6,0,0,0,0,0
UA,06/09/2019,441,N25705,ORD,14:48,14:37,108,105,-11,0,0,0,0,0
UA,06/09/2019,607,N17245,ORD,21:18,23:06,118,106,108,0,0,0,0,108
UA,06/09/2022,604,N818UA,DEN,15:07,15:12,199,205,5,0,0,0,0,0
UA,06/09/2022,1503,N14731,ORD,23:59,23:56,114,98,-3,0,0,0,0,0
UA,06/09/2022,2615,N882UA,IAD,23:37,23:24,75,66,-13,0,0,0,0,0
UA,06/10/2017,849,N492UA,ORD,20:41,21:01,111,117,20,14,0,6,0,0
UA,06/10/2017,1500,N806UA,ORD,16:37,16:22,110,100,-15,0,0,0,0,0
UA,06/10/2019,441,N54711,ORD,14:48,14:39,108,109,-9,0,0,0,0,0
UA,06/10/2019,607,N76517,ORD,21:18,21:04,118,109,-14,0,0,0,0,0
UA,06/10/2022,604,N895UA,DEN,15:07,15:01,199,192,-6,0,0,0,0,0
UA,06/10/2022,1503,N27734,ORD,23:59,23:42,114,103,-17,0,0,0,0,0
UA,06/10/2022,2615,N808UA,IAD,23:37,23:47,75,61,10,0,0,0,0,0
UA,06/11/2017,1500,N434UA,ORD,16:37,16:26,110,101,-11,0,0,0,0,0
UA,06/11/2019,441,N808UA,ORD,14:49,14:32,109,99,-17,0,0,0,0,0
UA,06/11/2019,607,N409UA,ORD,21:19,20:57,119,101,-22,0,0,0,0,0
UA,06/11/2022,604,N849UA,DEN,15:07,15:04,199,204,-3,0,0,0,0,0
UA,06/11/2022,1503,N24736,ORD,00:14,23:55,114,99,-19,0,0,0,0,0
UA,06/11/2022,2615,N39423,IAD,23:37,23:24,75,68,-13,0,0,0,0,0
UA,06/12/2017,1500,N842UA,ORD,16:37,16:44,110,115,7,0,0,0,0,0
UA,06/12/2019,441,N24736,ORD,14:48,14:29,108,100,-19,0,0,0,0,0
UA,06/12/2019,607,N26215,ORD,21:18,21:29,118,102,11,0,0,0,0,0
UA,06/12/2022,212,N466UA,ORD,00:08,00:17,114,92,9,0,0,0,0,0
UA,06/12/2022,604,N829UA,DEN,15:07,14:52,199,187,-15,0,0,0,0,0
UA,06/12/2022,2615,N803UA,IAD,23:37,00:10,75,82,33,0,0,11,0,22
UA,06/13/2017,1500,N473UA,ORD,16:37,16:59,110,131,22,0,0,22,0,0
UA,06/13/2019,441,N23708,ORD,14:48,15:02,108,95,14,0,0,0,0,0
UA,06/13/2019,607,N73251,ORD,21:18,21:10,118,108,-8,0,0,0,0,0
UA,06/13/2022,604,N877UA,DEN,15:07,14:59,199,198,-8,0,0,0,0,0
UA,06/13/2022,1503,N24702,ORD,23:59,00:26,114,109,27,0,24,0,0,3
UA,06/13/2022,2615,N803UA,IAD,23:37,00:33,75,66,56,56,0,0,0,0
UA,06/14/2017,1500,N471UA,ORD,16:37,00:49,110,133,492,61,0,23,0,408
UA,06/14/2019,441,N24736,ORD,14:48,14:36,108,99,-12,0,0,0,0,0
UA,06/14/2019,607,N36272,ORD,21:18,21:22,118,122,4,0,0,0,0,0
UA,06/14/2022,604,N414UA,DEN,15:07,16:20,199,195,73,16,0,0,0,57
UA,06/14/2022,1503,N17730,ORD,23:59,23:57,114,115,-2,0,0,0,0,0
UA,06/14/2022,2615,N409UA,IAD,23:37,23:28,75,65,-9,0,0,0,0,0
UA,06/15/2017,1500,N414UA,ORD,16:37,16:22,110,107,-15,0,0,0,0,0
UA,06/15/2019,607,N78285,ORD,21:18,22:02,118,104,44,0,11,0,0,33
UA,06/15/2022,604,N418UA,DEN,15:07,14:52,199,189,-15,0,0,0,0,0
UA,06/15/2022,1503,N17730,ORD,23:59,23:47,114,96,-12,0,0,0,0,0
UA,06/15/2022,2615,N854UA,IAD,23:37,23:35,75,74,-2,0,0,0,0,0
UA,06/16/2017,1500,N440UA,ORD,16:37,17:03,110,87,26,0,0,2,0,24
UA,06/16/2019,441,N24736,ORD,14:48,14:39,108,110,-9,0,0,0,0,0
UA,06/16/2019,607,N24202,ORD,21:18,20:58,118,103,-20,0,0,0,0,0
UA,06/16/2022,604,N898UA,DEN,15:07,14:55,199,187,-12,0,0,0,0,0
UA,06/16/2022,1503,N27724,ORD,23:59,00:08,114,98,9,0,0,0,0,0
UA,06/16/2022,2615,N827UA,IAD,23:37,23:57,75,86,20,9,0,11,0,0
UA,06/17/2017,849,N814UA,ORD,20:41,21:36,111,146,55,0,20,35,0,0
UA,06/17/2017,1500,N808UA,ORD,16:37,16:21,110,99,-16,0,0,0,0,0
UA,06/17/2019,441,N15712,ORD,14:48,15:14,108,90,26,4,0,0,0,22
UA,06/17/2019,607,N36272,ORD,21:18,20:57,118,100,-21,0,0,0,0,0
UA,06/17/2022,604,N820UA,DEN,15:07,15:13,199,197,6,0,0,0,0,0
UA,06/17/2022,1503,N13716,ORD,23:59,23:57,114,108,-2,0,0,0,0,0
UA,06/17/2022,2615,N485UA,IAD,23:37,23:49,75,64,12,0,0,0,0,0
UA,06/18/2017,1500,N449UA,ORD,16:37,16:49,110,94,12,0,0,0,0,0
UA,06/18/2019,441,N434UA,ORD,14:49,17:04,109,98,135,88,0,0,0,47
UA,06/18/2019,607,N420UA,ORD,21:19,21:05,119,108,-14,0,0,0,0,0
UA,06/18/2022,604,N820UA,DEN,15:07,15:05,199,200,-2,0,0,0,0,0
UA,06/18/2022,1503,N15712,ORD,00:14,00:04,114,105,-10,0,0,0,0,0
UA,06/18/2022,2615,N69839,IAD,23:37,23:30,75,73,-7,0,0,0,0,0
UA,06/19/2017,1500,N482UA,ORD,16:37,16:42,110,123,5,0,0,0,0,0
UA,06/19/2019,441,N13750,ORD,14:48,16:42,108,104,114,0,0,0,0,114
UA,06/19/2022,212,N61898,ORD,00:08,23:51,114,99,-17,0,0,0,0,0
UA,06/19/2022,604,N819UA,DEN,15:07,15:19,199,213,12,0,0,0,0,0
UA,06/19/2022,2615,N892UA,IAD,23:37,23:39,75,76,2,0,0,0,0,0
UA,06/20/2017,1500,N464UA,ORD,16:37,16:38,110,116,1,0,0,0,0,0
UA,06/20/2019,607,N33289,ORD,21:18,21:12,118,119,-6,0,0,0,0,0
UA,06/20/2019,2341,N15710,ORD,14:48,14:46,108,112,-2,0,0,0,0,0
UA,06/20/2022,604,N802UA,DEN,15:07,15:08,199,205,1,0,0,0,0,0
UA,06/20/2022,1503,N23707,ORD,23:59,23:45,114,104,-14,0,0,0,0,0
UA,06/20/2022,2615,N821UA,IAD,23:37,23:27,75,69,-10,0,0,0,0,0
UA,06/21/2017,1500,N436UA,ORD,16:37,16:42,110,86,5,0,0,0,0,0
UA,06/21/2019,607,N37252,ORD,21:18,20:49,118,95,-29,0,0,0,0,0
UA,06/21/2019,2341,N24715,ORD,14:48,14:38,108,104,-10,0,0,0,0,0
UA,06/21/2022,604,N891UA,DEN,15:07,15:03,199,197,-4,0,0,0,0,0
UA,06/21/2022,1503,N16732,ORD,23:59,23:30,114,93,-29,0,0,0,0,0
UA,06/21/2022,2615,N872UA,IAD,23:37,23:26,75,71,-11,0,0,0,0,0
UA,06/22/2017,1500,N405UA,ORD,16:37,16:40,110,111,3,0,0,0,0,0
UA,06/22/2019,607,N76269,ORD,22:08,22:12,118,100,4,0,0,0,0,0
UA,06/22/2022,604,N895UA,DEN,15:07,15:00,199,192,-7,0,0,0,0,0
UA,06/22/2022,1503,,ORD,23:59,00:00,114,0,0,0,0,0,0,0
UA,06/22/2022,2615,,IAD,23:37,00:00,75,0,0,0,0,0,0,0
UA,06/23/2017,1500,N476UA,ORD,16:37,20:52,110,96,255,1,0,0,0,254
UA,06/23/2019,607,N37293,ORD,21:18,21:24,118,115,6,0,0,0,0,0
UA,06/23/2019,2341,N15710,ORD,14:48,15:05,108,116,17,0,0,8,0,9
UA,06/23/2022,604,N844UA,DEN,15:07,14:50,199,187,-17,0,0,0,0,0
UA,06/23/2022,2113,N37465,ORD,00:14,00:13,114,101,-1,0,0,0,0,0
UA,06/23/2022,2615,N12754,IAD,23:37,23:52,75,94,15,0,0,15,0,0
UA,06/24/2017,849,N853UA,ORD,20:41,20:42,111,94,1,0,0,0,0,0
UA,06/24/2017,1500,N894UA,ORD,16:37,16:18,110,98,-19,0,0,0,0,0
UA,06/24/2019,607,N33294,ORD,21:18,21:49,118,140,31,9,0,22,0,0
UA,06/24/2019,2341,N16701,ORD,14:48,16:33,108,130,105,83,0,22,0,0
UA,06/24/2022,288,N465UA,ORD,16:50,16:39,115,107,-11,0,0,0,0,0
UA,06/24/2022,604,N848UA,DEN,15:04,17:10,199,203,126,0,0,4,0,122
UA,06/24/2022,1503,N57439,ORD,23:59,00:02,114,103,3,0,0,0,0,0
UA,06/24/2022,2615,N829UA,IAD,23:35,23:40,73,66,5,0,0,0,0,0
UA,06/25/2017,1500,N419UA,ORD,16:37,16:21,110,94,-16,0,0,0,0,0
UA,06/25/2019,607,N441UA,ORD,21:19,23:24,119,134,125,2,0,15,0,108
UA,06/25/2019,2341,N77258,ORD,14:48,14:35,108,100,-13,0,0,0,0,0
UA,06/25/2022,535,N68823,ORD,00:15,00:04,114,112,-11,0,0,0,0,0
UA,06/25/2022,604,N828UA,DEN,15:04,15:11,199,204,7,0,0,0,0,0
UA,06/25/2022,2615,N401UA,IAD,23:35,23:24,73,59,-11,0,0,0,0,0
UA,06/26/2017,1500,N408UA,ORD,16:37,16:34,110,110,-3,0,0,0,0,0
UA,06/26/2019,607,N76517,ORD,21:18,20:59,118,103,-19,0,0,0,0,0
UA,06/26/2019,2341,N15751,ORD,14:48,14:40,108,101,-8,0,0,0,0,0
UA,06/26/2022,288,N429UA,ORD,16:50,16:39,115,99,-11,0,0,0,0,0
UA,06/26/2022,604,N839UA,DEN,15:04,15:00,199,195,-4,0,0,0,0,0
UA,06/26/2022,1503,N69885,ORD,23:59,23:57,114,100,-2,0,0,0,0,0
UA,06/26/2022,2615,N408UA,IAD,23:35,05:28,73,60,353,0,0,0,0,353
UA,06/27/2017,1500,N458UA,ORD,16:37,16:29,110,102,-8,0,0,0,0,0
UA,06/27/2019,607,N18243,ORD,21:18,22:58,118,210,100,8,0,92,0,0
UA,06/27/2019,2341,N14704,ORD,14:48,15:25,108,109,37,36,0,1,0,0
UA,06/27/2022,288,N850UA,ORD,16:50,16:34,115,103,-16,0,0,0,0,0
UA,06/27/2022,604,,DEN,15:04,00:00,199,0,0,0,0,0,0,0
UA,06/27/2022,1503,N69804,ORD,23:59,00:10,114,95,11,0,0,0,0,0
UA,06/27/2022,2615,N880UA,IAD,23:35,23:21,73,60,-14,0,0,0,0,0
UA,06/28/2017,1500,N802UA,ORD,16:37,16:29,110,103,-8,0,0,0,0,0
UA,06/28/2019,607,N37263,ORD,21:18,22:48,118,142,90,2,0,24,0,64
UA,06/28/2019,2341,N13716,ORD,14:48,16:19,108,95,91,0,0,0,0,91
UA,06/28/2022,288,,ORD,16:50,00:00,115,0,0,0,0,0,0,0
UA,06/28/2022,604,N889UA,DEN,15:04,14:51,199,194,-13,0,0,0,0,0
UA,06/28/2022,1503,N38454,ORD,23:59,23:51,114,106,-8,0,0,0,0,0
UA,06/28/2022,2615,N812UA,IAD,23:35,23:18,73,58,-17,0,0,0,0,0
UA,06/29/2017,1500,N432UA,ORD,16:37,16:43,110,115,6,0,0,0,0,0
UA,06/29/2019,607,N87527,ORD,22:08,22:25,118,113,17,17,0,0,0,0
UA,06/29/2022,288,N402UA,ORD,16:50,17:11,115,122,21,0,0,7,0,14
UA,06/29/2022,604,N846UA,DEN,15:04,15:08,199,196,4,0,0,0,0,0
UA,06/29/2022,1503,N37470,ORD,23:59,23:40,114,99,-19,0,0,0,0,0
UA,06/29/2022,2615,N68836,IAD,23:35,23:27,73,69,-8,0,0,0,0,0
UA,06/30/2017,1500,N424UA,ORD,16:37,18:10,110,120,93,0,0,93,0,0
UA,06/30/2019,607,N37287,ORD,21:18,23:53,118,136,155,0,0,18,0,137
UA,06/30/2019,2341,N16732,ORD,14:48,14:42,108,105,-6,0,0,0,0,0
UA,06/30/2021,1452,N463UA,ORD,21:34,21:52,114,98,18,0,18,0,0,0
UA,06/30/2022,288,N802UA,ORD,16:50,16:34,115,102,-16,0,0,0,0,0
UA,06/30/2022,604,N892UA,DEN,15:04,15:00,199,196,-4,0,0,0,0,0
UA,06/30/2022,1503,N69839,ORD,23:59,23:39,114,91,-20,0,0,0,0,0
UA,06/30/2022,2615,N835UA,IAD,23:35,23:30,73,70,-5,0,0,0,0,0
UA,07/01/2017,1500,N409UA,ORD,16:42,16:25,110,96,-17,0,0,0,0,0
UA,07/01/2018,1409,N15710,ORD,08:52,08:48,112,107,-4,0,0,0,0,0
UA,07/01/2019,607,N76269,ORD,21:18,22:28,118,112,70,70,0,0,0,0
UA,07/01/2019,2341,N13716,ORD,14:48,16:10,108,109,82,5,0,1,0,76
UA,07/01/2021,1240,N403UA,ORD,20:49,21:57,109,96,68,17,0,0,0,51
UA,07/01/2022,288,N804UA,ORD,16:53,16:46,115,109,-7,0,0,0,0,0
UA,07/01/2022,604,N892UA,DEN,15:04,14:45,199,184,-19,0,0,0,0,0
UA,07/01/2022,1503,N75432,ORD,23:59,00:18,114,104,19,5,0,0,0,14
UA,07/01/2022,2615,N827UA,IAD,23:35,01:08,73,76,93,1,0,3,0,89
UA,07/02/2017,1500,N475UA,ORD,16:35,16:16,110,93,-19,0,0,0,0,0
UA,07/02/2018,1864,N27724,IAD,13:47,13:25,82,65,-22,0,0,0,0,0
UA,07/02/2019,607,N35204,ORD,21:38,23:12,118,162,94,0,0,44,0,50
UA,07/02/2021,1240,N851UA,ORD,20:49,21:06,109,117,17,9,0,8,0,0
UA,07/02/2022,535,N39416,ORD,00:15,00:14,114,101,-1,0,0,0,0,0
UA,07/02/2022,604,N833UA,DEN,15:04,14:54,199,190,-10,0,0,0,0,0
UA,07/02/2022,2615,N801UA,IAD,23:35,01:04,73,70,89,0,42,0,0,47
UA,07/03/2017,760,N440UA,ORD,20:41,21:26,111,93,45,29,0,0,0,16
UA,07/03/2017,1500,N437UA,ORD,16:42,16:22,110,96,-20,0,0,0,0,0
UA,07/03/2019,607,N86534,ORD,21:18,21:50,118,110,32,3,0,0,0,29
UA,07/03/2019,2341,N16701,ORD,14:48,14:33,108,100,-15,0,0,0,0,0
UA,07/03/2021,380,N16732,IAD,23:40,23:51,70,63,11,0,0,0,0,0
UA,07/03/2022,288,N453UA,ORD,16:53,16:32,115,99,-21,0,0,0,0,0
UA,07/03/2022,604,N465UA,DEN,15:04,15:21,199,195,17,17,0,0,0,0
UA,07/03/2022,1503,N75432,ORD,23:59,23:34,114,91,-25,0,0,0,0,0
UA,07/03/2022,2615,N850UA,IAD,23:35,23:59,73,74,24,23,0,1,0,0
UA,07/04/2017,1500,N481UA,ORD,16:35,16:08,110,93,-27,0,0,0,0,0
UA,07/04/2019,607,N802UA,ORD,21:19,21:38,119,125,19,13,0,6,0,0
UA,07/04/2019,2341,N14731,ORD,14:48,15:04,108,133,16,0,0,16,0,0
UA,07/04/2021,1240,N77430,ORD,20:49,20:38,109,101,-11,0,0,0,0,0
